# Logfile created on 2015-06-08 17:03:05 +0800 by logger.rb/44203
I, [2015-06-08 17:03:05#10850]  INFO -- : SUCCESS, Image /ROR/image/admin/astronaut.jpg Create Success!!
I, [2015-06-12 03:20:35#5687]  INFO -- : SUCCESS, Image /ROR/image/admin/174/00001.jpg Create Success!!
I, [2015-06-12 03:20:35#5687]  INFO -- : SUCCESS, Image /ROR/image/admin/104/00001.jpg Create Success!!
I, [2015-06-12 03:20:35#5687]  INFO -- : SUCCESS, Image /ROR/image/admin/131/00001.jpg Create Success!!
I, [2015-06-12 03:20:35#5687]  INFO -- : SUCCESS, Image /ROR/image/admin/191/00001.jpg Create Success!!
I, [2015-06-12 03:20:35#5687]  INFO -- : SUCCESS, Image /ROR/image/admin/55/00002.jpg Create Success!!
I, [2015-06-12 03:20:35#5687]  INFO -- : SUCCESS, Image /ROR/image/admin/19/00002.jpg Create Success!!
I, [2015-06-12 03:20:35#5687]  INFO -- : SUCCESS, Image /ROR/image/admin/10/00002.jpg Create Success!!
I, [2015-06-12 03:20:36#5687]  INFO -- : SUCCESS, Image /ROR/image/admin/43/00001.jpg Create Success!!
I, [2015-06-12 03:20:36#5687]  INFO -- : SUCCESS, Image /ROR/image/admin/175/00001.jpg Create Success!!
I, [2015-06-12 03:20:36#5687]  INFO -- : SUCCESS, Image /ROR/image/admin/72/00002.jpg Create Success!!
I, [2015-06-12 03:20:36#5687]  INFO -- : SUCCESS, Image /ROR/image/admin/137/00001.jpg Create Success!!
I, [2015-06-12 03:20:36#5687]  INFO -- : SUCCESS, Image /ROR/image/admin/12/00002.jpg Create Success!!
I, [2015-06-12 03:20:36#5687]  INFO -- : SUCCESS, Image /ROR/image/admin/68/00001.jpg Create Success!!
I, [2015-06-12 03:20:36#5687]  INFO -- : SUCCESS, Image /ROR/image/admin/152/00001.jpg Create Success!!
I, [2015-06-12 03:20:36#5687]  INFO -- : SUCCESS, Image /ROR/image/admin/176/00002.jpg Create Success!!
I, [2015-06-12 03:20:36#5687]  INFO -- : SUCCESS, Image /ROR/image/admin/150/00001.jpg Create Success!!
I, [2015-06-12 03:20:37#5687]  INFO -- : SUCCESS, Image /ROR/image/admin/143/00002.jpg Create Success!!
I, [2015-06-12 03:20:37#5687]  INFO -- : SUCCESS, Image /ROR/image/admin/22/00001.jpg Create Success!!
I, [2015-06-12 03:20:37#5687]  INFO -- : SUCCESS, Image /ROR/image/admin/151/00001.jpg Create Success!!
I, [2015-06-12 03:20:37#5687]  INFO -- : SUCCESS, Image /ROR/image/admin/142/00001.jpg Create Success!!
I, [2015-06-12 03:20:37#5687]  INFO -- : SUCCESS, Image /ROR/image/admin/156/00001.jpg Create Success!!
I, [2015-06-12 03:20:37#5687]  INFO -- : SUCCESS, Image /ROR/image/admin/181/00002.jpg Create Success!!
I, [2015-06-12 03:20:37#5687]  INFO -- : SUCCESS, Image /ROR/image/admin/58/00002.jpg Create Success!!
I, [2015-06-12 03:20:38#5687]  INFO -- : SUCCESS, Image /ROR/image/admin/20/00001.jpg Create Success!!
I, [2015-06-12 03:20:38#5687]  INFO -- : SUCCESS, Image /ROR/image/admin/127/00001.jpg Create Success!!
I, [2015-06-12 03:20:38#5687]  INFO -- : SUCCESS, Image /ROR/image/admin/85/00002.jpg Create Success!!
I, [2015-06-12 03:20:38#5687]  INFO -- : SUCCESS, Image /ROR/image/admin/108/00002.jpg Create Success!!
I, [2015-06-12 03:20:38#5687]  INFO -- : SUCCESS, Image /ROR/image/admin/161/00001.jpg Create Success!!
I, [2015-06-12 03:20:38#5687]  INFO -- : SUCCESS, Image /ROR/image/admin/186/00001.jpg Create Success!!
I, [2015-06-12 03:20:38#5687]  INFO -- : SUCCESS, Image /ROR/image/admin/45/00002.jpg Create Success!!
I, [2015-06-12 03:20:38#5687]  INFO -- : SUCCESS, Image /ROR/image/admin/124/00002.jpg Create Success!!
I, [2015-06-12 03:20:38#5687]  INFO -- : SUCCESS, Image /ROR/image/admin/195/00002.jpg Create Success!!
I, [2015-06-12 03:20:38#5687]  INFO -- : SUCCESS, Image /ROR/image/admin/64/00001.jpg Create Success!!
I, [2015-06-12 03:20:39#5687]  INFO -- : SUCCESS, Image /ROR/image/admin/149/00002.jpg Create Success!!
I, [2015-06-12 03:20:39#5687]  INFO -- : SUCCESS, Image /ROR/image/admin/140/00002.jpg Create Success!!
I, [2015-06-12 03:20:39#5687]  INFO -- : SUCCESS, Image /ROR/image/admin/114/00001.jpg Create Success!!
I, [2015-06-12 03:20:39#5687]  INFO -- : SUCCESS, Image /ROR/image/admin/102/00002.jpg Create Success!!
I, [2015-06-12 03:20:39#5687]  INFO -- : SUCCESS, Image /ROR/image/admin/8/00002.jpg Create Success!!
I, [2015-06-12 03:20:39#5687]  INFO -- : SUCCESS, Image /ROR/image/admin/146/00002.jpg Create Success!!
I, [2015-06-12 03:20:39#5687]  INFO -- : SUCCESS, Image /ROR/image/admin/9/00002.jpg Create Success!!
I, [2015-06-12 03:20:39#5687]  INFO -- : SUCCESS, Image /ROR/image/admin/157/00001.jpg Create Success!!
I, [2015-06-12 03:20:39#5687]  INFO -- : SUCCESS, Image /ROR/image/admin/54/00001.jpg Create Success!!
I, [2015-06-12 03:20:39#5687]  INFO -- : SUCCESS, Image /ROR/image/admin/52/00002.jpg Create Success!!
I, [2015-06-12 03:20:40#5687]  INFO -- : SUCCESS, Image /ROR/image/admin/24/00002.jpg Create Success!!
I, [2015-06-12 03:20:40#5687]  INFO -- : SUCCESS, Image /ROR/image/admin/179/00002.jpg Create Success!!
I, [2015-06-12 03:20:40#5687]  INFO -- : SUCCESS, Image /ROR/image/admin/17/00002.jpg Create Success!!
